variable,group,value
"Smith, Nick",DDCMS,6
"Smith, Nick",DEFRA,10
"Smith, Nick",Department for Transport,8
"Smith, Nick",DeXEU,12
"Smith, Nick",DfID,2
"Smith, Nick",DHSC,13
"Smith, Nick",DIT,5
"Smith, Nick",DWP,1
"Smith, Nick",Electoral Commission,1
"Smith, Nick",FCO,2
"Smith, Nick",Home Office,5
"Smith, Nick",Ministry of Defence,16
"Smith, Nick",Ministry of Justice,3
"Smith, Nick",Prime Minister,5
"Smith, Nick",Treasury,2
"Smith, Nick",Wales Office,6
"Smith, Owen",DeXEU,1
"Smith, Owen",DHSC,1
"Smith, Owen",FCO,1
"Smith, Owen",Home Office,1
"Smith, Owen",Northern Ireland Office,17
"Smith, Owen",Prime Minister,4
"Smith, Owen",Treasury,2
"Smith, Owen",Wales Office,8
"Smith, Royston",Cabinet Office,2
"Smith, Royston",Department for Transport,4
"Smith, Royston",Department of Health,2
"Smith, Royston",DfID,4
"Smith, Royston",DHSC,3
"Smith, Royston",DWP,4
"Smith, Royston",FCO,1
"Smith, Royston",MHCLG,2
"Smith, Royston",Ministry of Defence,8
"Smith, Royston",Treasury,7
"Smyth, Karin",Department for Transport,7
"Smyth, Karin",Department of Health,3
"Smyth, Karin",DeXEU,18
"Smyth, Karin",DfE,5
"Smyth, Karin",DHSC,4
"Smyth, Karin",Home Office,4
"Smyth, Karin",Northern Ireland Office,8
"Smyth, Karin",Prime Minister,4
"Smyth, Karin",Wales Office,2
"Snell, Gareth",BEIS,5
"Snell, Gareth",Cabinet Office,2
"Snell, Gareth",DDCMS,5
"Snell, Gareth",DEFRA,2
"Snell, Gareth",Department of Health,1
"Snell, Gareth",DeXEU,3
"Snell, Gareth",DfE,13
"Snell, Gareth",DfID,3
"Snell, Gareth",DHSC,6
"Snell, Gareth",DIT,1
"Snell, Gareth",DWP,1
"Snell, Gareth",Home Office,3
"Snell, Gareth",MHCLG,9
"Snell, Gareth",Ministry of Justice,2
"Snell, Gareth",Prime Minister,6
"Snell, Gareth",Treasury,6
"Snell, Gareth",Wales Office,2
"Soames, Nicholas",Cabinet Office,1
"Soames, Nicholas",DDCMS,4
"Soames, Nicholas",DEFRA,2
"Soames, Nicholas",Department for Transport,4
"Soames, Nicholas",Department of Health,1
"Soames, Nicholas",DfE,7
"Soames, Nicholas",DHSC,5
"Soames, Nicholas",DWP,1
"Soames, Nicholas",FCO,12
"Soames, Nicholas",MHCLG,4
"Soames, Nicholas",Ministry of Defence,2
"Soames, Nicholas",Ministry of Justice,1
"Soames, Nicholas",Prime Minister,1
"Soames, Nicholas",Treasury,2
"Sobel, Alex",DfE,2
"Sobel, Alex",FCO,2
"Sobel, Alex",Home Office,2
"Sobel, Alex",Minister for Women and Equalities,4
"Sobel, Alex",Ministry of Defence,4
"Sobel, Alex",Ministry of Justice,2
"Sobel, Alex",Prime Minister,4
"Sobel, Alex",Scotland Office,2
"Soubry, Anna",BEIS,4
"Soubry, Anna",Cabinet Office,1
"Soubry, Anna",Department for Transport,5
"Soubry, Anna",Department of Health,2
"Soubry, Anna",DeXEU,3
"Soubry, Anna",DHSC,4
"Soubry, Anna",DWP,2
"Soubry, Anna",FCO,2
"Soubry, Anna",Home Office,6
"Soubry, Anna",MHCLG,1
"Soubry, Anna",Ministry of Defence,2
"Soubry, Anna",Prime Minister,9
"Soubry, Anna",Scotland Office,1
"Soubry, Anna",Treasury,3
"Spellar, John",BEIS,11
"Spellar, John",Cabinet Office,4
"Spellar, John",DDCMS,2
"Spellar, John",DEFRA,1
"Spellar, John",Department for Transport,5
"Spellar, John",DfE,2
"Spellar, John",DfID,2
"Spellar, John",DIT,3
"Spellar, John",FCO,3
"Spellar, John",Home Office,11
"Spellar, John",House of Commons Commission,2
"Spellar, John",MHCLG,5
"Spellar, John",Ministry of Defence,9
"Spellar, John",Ministry of Justice,6
"Spellar, John",Prime Minister,8
"Spelman, Caroline",BEIS,1
"Spelman, Caroline",DEFRA,13
"Spelman, Caroline",DfID,7
"Spelman, Caroline",DHSC,1
"Spelman, Caroline",FCO,1
"Spelman, Caroline",Home Office,4
"Spelman, Caroline",Minister for Women and Equalities,1
"Spelman, Caroline",Prime Minister,6
"Spelman, Caroline",Treasury,3
"Starmer, Keir",DeXEU,32
"Stephens, Chris",Cabinet Office,1
"Stephens, Chris",DDCMS,4
"Stephens, Chris",Department of Health,2
"Stephens, Chris",DWP,5
"Stephens, Chris",FCO,7
"Stephens, Chris",Home Office,8
"Stephens, Chris",Minister for Women and Equalities,2
"Stephens, Chris",Ministry of Defence,5
"Stephens, Chris",Northern Ireland Office,2
"Stephens, Chris",Prime Minister,8
"Stephens, Chris",Scotland Office,4
"Stevens, Jo",Attorney General,12
"Stevens, Jo",BEIS,2
"Stevens, Jo",Cabinet Office,2
"Stevens, Jo",DDCMS,6
"Stevens, Jo",DEFRA,2
"Stevens, Jo",Department for Transport,3
"Stevens, Jo",DeXEU,7
"Stevens, Jo",FCO,2
"Stevens, Jo",Home Office,8
"Stevens, Jo",Ministry of Justice,6
"Stevens, Jo",Prime Minister,10
"Stevens, Jo",Wales Office,8
"Stevenson, John",BEIS,7
"Stevenson, John",DEFRA,1
"Stevenson, John",DeXEU,2
"Stevenson, John",DfE,2
"Stevenson, John",DHSC,1
"Stevenson, John",Prime Minister,7
"Stevenson, John",Scotland Office,7
"Stevenson, John",Treasury,6
"Stevenson, John",Wales Office,1
"Stewart, Bob",DfE,1
"Stewart, Bob",DfID,2
"Stewart, Bob",FCO,3
"Stewart, Bob",Ministry of Defence,9
"Stewart, Bob",Northern Ireland Office,7
"Stewart, Bob",Treasury,6
"Stewart, Iain",DEFRA,2
"Stewart, Iain",Department for Transport,2
"Stewart, Iain",DfE,2
"Stewart, Iain",DHSC,2
"Stewart, Iain",DIT,4
"Stewart, Iain",MHCLG,4
"Stewart, Iain",Ministry of Justice,4
"Stewart, Iain",Prime Minister,4
"Stewart, Iain",Scotland Office,1
"Stewart, Iain",Wales Office,2
"Stone, Jamie",BEIS,8
"Stone, Jamie",Cabinet Office,8
"Stone, Jamie",Church Commissioners,1
"Stone, Jamie",DDCMS,3
"Stone, Jamie",DEFRA,4
"Stone, Jamie",Department for Transport,5
"Stone, Jamie",Department of Health,4
"Stone, Jamie",DeXEU,2
"Stone, Jamie",DfE,6
"Stone, Jamie",DfID,1
"Stone, Jamie",DHSC,2
"Stone, Jamie",DIT,1
"Stone, Jamie",DWP,4
"Stone, Jamie",FCO,6
"Stone, Jamie",Home Office,5
"Stone, Jamie",Ministry of Defence,4
"Stone, Jamie",Ministry of Justice,7
"Stone, Jamie",Northern Ireland Office,1
"Stone, Jamie",Prime Minister,10
"Stone, Jamie",Scotland Office,7
"Stone, Jamie",Treasury,7
"Stone, Jamie",Wales Office,3
"Streeter, Gary",Cabinet Office,5
"Streeter, Gary",DCLG,2
"Streeter, Gary",DfID,5
"Streeter, Gary",DHSC,1
"Streeter, Gary",DWP,2
"Streeter, Gary",FCO,2
"Streeter, Gary",MHCLG,1
"Streeter, Gary",Prime Minister,2
"Streeter, Gary",Treasury,4
"Streeter, Gary",Wales Office,1
"Streeting, Wes",BEIS,3
"Streeting, Wes",DCLG,1
"Streeting, Wes",Department of Health,1
"Streeting, Wes",DfE,11
"Streeting, Wes",DfID,2
"Streeting, Wes",DHSC,3
"Streeting, Wes",DWP,2
"Streeting, Wes",FCO,7
"Streeting, Wes",Home Office,3
"Streeting, Wes",Minister for Women and Equalities,2
"Streeting, Wes",Ministry of Defence,10
"Streeting, Wes",Ministry of Justice,1
"Streeting, Wes",Northern Ireland Office,4
"Streeting, Wes",Prime Minister,9
"Streeting, Wes",Treasury,12
"Stringer, Graham",DEFRA,5
"Stringer, Graham",Department for Transport,11
"Stringer, Graham",DeXEU,3
"Stringer, Graham",FCO,2
"Sturdy, Julian",BEIS,9
"Sturdy, Julian",DEFRA,3
"Sturdy, Julian",Department for Transport,3
"Sturdy, Julian",DeXEU,1
"Sturdy, Julian",DHSC,4
"Sturdy, Julian",Home Office,2
"Sturdy, Julian",Ministry of Justice,2
"Sturdy, Julian",Prime Minister,10
"Sturdy, Julian",Treasury,6
"Sunak, Rishi",Department of Health,2
"Sunak, Rishi",FCO,2
"Sunak, Rishi",Prime Minister,2
"Sunak, Rishi",Treasury,1
"Swayne, Desmond",Attorney General,9
"Swayne, Desmond",BEIS,7
"Swayne, Desmond",Church Commissioners,12
"Swayne, Desmond",DCLG,1
"Swayne, Desmond",DDCMS,5
"Swayne, Desmond",DEFRA,18
"Swayne, Desmond",Department for Transport,14
"Swayne, Desmond",Department of Health,2
"Swayne, Desmond",DeXEU,25
"Swayne, Desmond",DfE,7
"Swayne, Desmond",DfID,5
"Swayne, Desmond",DHSC,6
"Swayne, Desmond",DIT,17
"Swayne, Desmond",DWP,16
"Swayne, Desmond",FCO,13
"Swayne, Desmond",Home Office,3
"Swayne, Desmond",MHCLG,8
"Swayne, Desmond",Minister for Women and Equalities,9
"Swayne, Desmond",Ministry of Defence,9
"Swayne, Desmond",Ministry of Justice,11
"Swayne, Desmond",Northern Ireland Office,2
"Swayne, Desmond",Prime Minister,2
"Swayne, Desmond",Treasury,15
"Sweeney, Paul",BEIS,6
"Sweeney, Paul",Cabinet Office,5
"Sweeney, Paul",DDCMS,3
"Sweeney, Paul",Department for Transport,7
"Sweeney, Paul",DeXEU,2
"Sweeney, Paul",DfE,2
"Sweeney, Paul",DfID,2
"Sweeney, Paul",DHSC,2
"Sweeney, Paul",DIT,9
"Sweeney, Paul",DWP,5
"Sweeney, Paul",FCO,3
"Sweeney, Paul",Home Office,7
"Sweeney, Paul",MHCLG,2
"Sweeney, Paul",Minister for Women and Equalities,10
"Sweeney, Paul",Ministry of Defence,10
"Sweeney, Paul",Northern Ireland Office,4
"Sweeney, Paul",Prime Minister,8
"Sweeney, Paul",Scotland Office,16
"Sweeney, Paul",Treasury,2
"Sweeney, Paul",Wales Office,4
"Swinson, Jo",BEIS,9
"Swinson, Jo",DCLG,2
"Swinson, Jo",DEFRA,4
"Swinson, Jo",Department for Transport,3
"Swinson, Jo",Department of Health,2
"Swinson, Jo",DfE,1
"Swinson, Jo",DfID,7
"Swinson, Jo",DHSC,2
"Swinson, Jo",DIT,1
"Swinson, Jo",DWP,4
"Swinson, Jo",FCO,9
"Swinson, Jo",Home Office,5
"Swinson, Jo",House of Commons Commission,4
"Swinson, Jo",Minister for Women and Equalities,5
"Swinson, Jo",Ministry of Defence,6
"Swinson, Jo",Ministry of Justice,2
"Swinson, Jo",Prime Minister,1
"Swinson, Jo",Scotland Office,6
"Swinson, Jo",Treasury,6
"Swinson, Jo",Wales Office,1
"Swire, Hugo",DDCMS,2
"Swire, Hugo",DEFRA,2
"Swire, Hugo",DeXEU,2
"Swire, Hugo",DfID,3
"Swire, Hugo",DHSC,4
"Swire, Hugo",DWP,1
"Swire, Hugo",FCO,17
"Swire, Hugo",MHCLG,4
"Swire, Hugo",Ministry of Defence,5
"Swire, Hugo",Northern Ireland Office,2
"Swire, Hugo",Prime Minister,5
"Swire, Hugo",Treasury,8
"Syms, Robert",BEIS,2
"Syms, Robert",Cabinet Office,2
"Syms, Robert",DfE,2
"Syms, Robert",MHCLG,2
"Syms, Robert",Ministry of Defence,2
"Tami, Mark",BEIS,1
"Tami, Mark",DeXEU,2
"Tami, Mark",Wales Office,6
"Thewliss, Alison",Attorney General,9
"Thewliss, Alison",BEIS,9
"Thewliss, Alison",Cabinet Office,4
"Thewliss, Alison",DCLG,4
"Thewliss, Alison",DDCMS,2
"Thewliss, Alison",DEFRA,4
"Thewliss, Alison",Department for Transport,2
"Thewliss, Alison",Department of Health,1
"Thewliss, Alison",DeXEU,10
"Thewliss, Alison",DfID,10
"Thewliss, Alison",DHSC,8
"Thewliss, Alison",DIT,2
"Thewliss, Alison",DWP,8
"Thewliss, Alison",Electoral Commission,1
"Thewliss, Alison",FCO,11
"Thewliss, Alison",Home Office,7
"Thewliss, Alison",House of Commons Commission,1
"Thewliss, Alison",MHCLG,26
"Thewliss, Alison",Minister for Women and Equalities,2
"Thewliss, Alison",Ministry of Justice,1
"Thewliss, Alison",Northern Ireland Office,7
"Thewliss, Alison",Prime Minister,11
"Thewliss, Alison",Scotland Office,9
"Thewliss, Alison",Treasury,13
"Thewliss, Alison",Wales Office,2
"Thomas, Derek",BEIS,9
"Thomas, Derek",Cabinet Office,2
"Thomas, Derek",DEFRA,1
"Thomas, Derek",Department for Transport,3
"Thomas, Derek",Department of Health,1
"Thomas, Derek",DeXEU,1
"Thomas, Derek",DHSC,8
"Thomas, Derek",FCO,4
"Thomas, Derek",Home Office,1
"Thomas, Derek",Ministry of Defence,2
"Thomas, Derek",Ministry of Justice,5
"Thomas, Derek",Prime Minister,10
"Thomas, Derek",Scotland Office,1
"Thomas, Derek",Treasury,4
"Thomas, Derek",Wales Office,2
"Thomas, Gareth (Harrow West)",BEIS,4
"Thomas, Gareth (Harrow West)",DDCMS,3
"Thomas, Gareth (Harrow West)",DfE,5
"Thomas, Gareth (Harrow West)",DHSC,1
"Thomas, Gareth (Harrow West)",DWP,1
"Thomas, Gareth (Harrow West)",FCO,3
"Thomas, Gareth (Harrow West)",MHCLG,6
"Thomas, Gareth (Harrow West)",Minister for Women and Equalities,1
"Thomas, Gareth (Harrow West)",Ministry of Defence,1
"Thomas, Gareth (Harrow West)",Prime Minister,4
"Thomas, Gareth (Harrow West)",Treasury,8
"Thomas, Gareth (Harrow West)",Wales Office,2
"Thomas-Symonds, Nick",Attorney General,34
"Thomas-Symonds, Nick",BEIS,1
"Thomas-Symonds, Nick",Church Commissioners,1
"Thomas-Symonds, Nick",DDCMS,5
"Thomas-Symonds, Nick",DEFRA,3
"Thomas-Symonds, Nick",DeXEU,3
"Thomas-Symonds, Nick",DfID,2
"Thomas-Symonds, Nick",DIT,1
"Thomas-Symonds, Nick",DWP,1
"Thomas-Symonds, Nick",FCO,5
"Thomas-Symonds, Nick",Home Office,14
"Thomas-Symonds, Nick",Ministry of Defence,6
"Thomas-Symonds, Nick",Prime Minister,4
"Thomas-Symonds, Nick",Treasury,3
"Thomas-Symonds, Nick",Wales Office,9
"Thomson, Ross",Cabinet Office,2
"Thomson, Ross",DDCMS,2
"Thomson, Ross",DEFRA,1
"Thomson, Ross",DfID,2
"Thomson, Ross",DIT,2
"Thomson, Ross",FCO,9
"Thomson, Ross",Home Office,2
"Thomson, Ross",Ministry of Defence,2
"Thomson, Ross",Northern Ireland Office,4
"Thomson, Ross",Prime Minister,5
"Thomson, Ross",Scotland Office,12
"Thomson, Ross",Treasury,1
"Thomson, Ross",Wales Office,3
"Thornberry, Emily",FCO,40
"Thornberry, Emily",Prime Minister,37
"Throup, Maggie",Attorney General,3
"Throup, Maggie",BEIS,5
"Throup, Maggie",Cabinet Office,2
"Throup, Maggie",DDCMS,5
"Throup, Maggie",DEFRA,4
"Throup, Maggie",Department for Transport,7
"Throup, Maggie",Department of Health,4
"Throup, Maggie",DeXEU,4
"Throup, Maggie",DfE,7
"Throup, Maggie",DHSC,1
"Throup, Maggie",DIT,2
"Throup, Maggie",DWP,5
"Throup, Maggie",FCO,4
"Throup, Maggie",Home Office,6
"Throup, Maggie",MHCLG,5
"Throup, Maggie",Minister for Women and Equalities,2
"Throup, Maggie",Ministry of Defence,13
"Throup, Maggie",Ministry of Justice,2
"Throup, Maggie",Prime Minister,16
"Throup, Maggie",Scotland Office,2
"Throup, Maggie",Treasury,2
"Throup, Maggie",Wales Office,1
"Timms, Stephen",BEIS,5
"Timms, Stephen",Church Commissioners,2
"Timms, Stephen",DCLG,3
"Timms, Stephen",DDCMS,2
"Timms, Stephen",DEFRA,4
"Timms, Stephen",Department for Transport,1
"Timms, Stephen",DeXEU,15
"Timms, Stephen",DHSC,3
"Timms, Stephen",DWP,18
"Timms, Stephen",FCO,8
"Timms, Stephen",Home Office,4
"Timms, Stephen",MHCLG,4
"Timms, Stephen",Northern Ireland Office,2
"Timms, Stephen",Prime Minister,4
"Timms, Stephen",Treasury,10
"Tolhurst, Kelly",DCLG,1
"Tolhurst, Kelly",DCMS,1
"Tolhurst, Kelly",Department of Health,2
"Tolhurst, Kelly",DfE,1
"Tolhurst, Kelly",FCO,4
"Tolhurst, Kelly",Home Office,2
"Tolhurst, Kelly",Prime Minister,3
"Tolhurst, Kelly",Treasury,2
"Tomlinson, Justin",BEIS,3
"Tomlinson, Justin",Cabinet Office,1
"Tomlinson, Justin",DCMS,2
"Tomlinson, Justin",Department of Health,2
"Tomlinson, Justin",DfE,5
"Tomlinson, Justin",DHSC,2
"Tomlinson, Justin",DWP,3
"Tomlinson, Justin",FCO,2
"Tomlinson, Justin",MHCLG,1
"Tomlinson, Justin",Ministry of Justice,2
"Tomlinson, Justin",Prime Minister,1
"Tomlinson, Michael",Attorney General,3
"Tomlinson, Michael",BEIS,4
"Tomlinson, Michael",Cabinet Office,3
"Tomlinson, Michael",Church Commissioners,4
"Tomlinson, Michael",DDCMS,2
"Tomlinson, Michael",DEFRA,2
"Tomlinson, Michael",Department for Transport,5
"Tomlinson, Michael",DeXEU,7
"Tomlinson, Michael",DfE,5
"Tomlinson, Michael",DHSC,2
"Tomlinson, Michael",DIT,1
"Tomlinson, Michael",DWP,13
"Tomlinson, Michael",FCO,1
"Tomlinson, Michael",MHCLG,4
"Tomlinson, Michael",Minister for Women and Equalities,1
"Tomlinson, Michael",Ministry of Defence,6
"Tomlinson, Michael",Ministry of Justice,9
"Tomlinson, Michael",Northern Ireland Office,3
"Tomlinson, Michael",Prime Minister,8
"Tomlinson, Michael",Treasury,6
"Tracey, Craig",Attorney General,2
"Tracey, Craig",BEIS,3
"Tracey, Craig",Cabinet Office,4
"Tracey, Craig",DDCMS,4
"Tracey, Craig",DEFRA,8
"Tracey, Craig",Department for Transport,12
"Tracey, Craig",Department of Health,1
"Tracey, Craig",DeXEU,9
"Tracey, Craig",DfE,2
"Tracey, Craig",DfID,4
"Tracey, Craig",DHSC,9
"Tracey, Craig",DIT,5
"Tracey, Craig",DWP,4
"Tracey, Craig",FCO,5
"Tracey, Craig",Home Office,2
"Tracey, Craig",MHCLG,2
"Tracey, Craig",Ministry of Justice,6
"Tracey, Craig",Northern Ireland Office,2
"Tracey, Craig",Prime Minister,10
"Tracey, Craig",Treasury,3
"Tredinnick, David",Department of Health,3
"Tredinnick, David",DHSC,13
"Tredinnick, David",Prime Minister,8
"Trevelyan, Anne-Marie",BEIS,2
"Trevelyan, Anne-Marie",Church Commissioners,2
"Trevelyan, Anne-Marie",DDCMS,2
"Trevelyan, Anne-Marie",DEFRA,4
"Trevelyan, Anne-Marie",DeXEU,1
"Trevelyan, Anne-Marie",DfE,4
"Trevelyan, Anne-Marie",DfID,2
"Trevelyan, Anne-Marie",DHSC,5
"Trevelyan, Anne-Marie",DIT,6
"Trevelyan, Anne-Marie",FCO,2
"Trevelyan, Anne-Marie",Home Office,7
"Trevelyan, Anne-Marie",MHCLG,3
"Trevelyan, Anne-Marie",Minister for Women and Equalities,2
"Trevelyan, Anne-Marie",Ministry of Defence,7
"Trevelyan, Anne-Marie",Northern Ireland Office,1
"Trevelyan, Anne-Marie",Prime Minister,12
"Trevelyan, Anne-Marie",Scotland Office,3
"Trevelyan, Anne-Marie",Treasury,1
"Trickett, Jon",Cabinet Office,14
"Tugendhat, Tom",Attorney General,4
"Tugendhat, Tom",Cabinet Office,2
"Tugendhat, Tom",Department for Transport,7
"Tugendhat, Tom",DeXEU,1
"Tugendhat, Tom",DHSC,4
"Tugendhat, Tom",FCO,16
"Tugendhat, Tom",Home Office,1
"Tugendhat, Tom",Ministry of Defence,6
"Tugendhat, Tom",Ministry of Justice,5
"Tugendhat, Tom",Northern Ireland Office,3
"Tugendhat, Tom",Prime Minister,4
"Tugendhat, Tom",Treasury,2
"Turley, Anna",BEIS,4
"Turley, Anna",Cabinet Office,2
"Turley, Anna",DDCMS,2
"Turley, Anna",Department for Transport,2
"Turley, Anna",DeXEU,6
"Turley, Anna",DfE,2
"Turley, Anna",DHSC,8
"Turley, Anna",DWP,6
"Turley, Anna",Minister for Women and Equalities,2
"Turley, Anna",Ministry of Defence,2
"Turley, Anna",Ministry of Justice,2
"Turley, Anna",Prime Minister,2
"Turley, Anna",Treasury,3
"Turner, Karl",BEIS,1
"Turner, Karl",Department for Transport,16
"Turner, Karl",FCO,1
"Turner, Karl",Ministry of Justice,2
"Turner, Karl",Prime Minister,5
"Twigg, Derek",BEIS,1
"Twigg, Derek",Cabinet Office,2
"Twigg, Derek",DDCMS,1
"Twigg, Derek",DEFRA,1
"Twigg, Derek",Department of Health,1
"Twigg, Derek",DfE,2
"Twigg, Derek",DHSC,3
"Twigg, Derek",FCO,2
"Twigg, Derek",MHCLG,1
"Twigg, Derek",Ministry of Justice,2
"Twigg, Derek",Prime Minister,2
"Twigg, Derek",Treasury,3
"Twigg, Stephen",DfE,5
"Twigg, Stephen",DfID,13
"Twigg, Stephen",FCO,5
"Twigg, Stephen",Home Office,1
"Twist, Liz",Attorney General,2
"Twist, Liz",BEIS,4
"Twist, Liz",DCMS,2
"Twist, Liz",DDCMS,11
"Twist, Liz",DEFRA,13
"Twist, Liz",Department for Transport,4
"Twist, Liz",Department of Health,2
"Twist, Liz",DeXEU,8
"Twist, Liz",DfE,4
"Twist, Liz",DfID,4
"Twist, Liz",DHSC,5
"Twist, Liz",DIT,2
"Twist, Liz",DWP,8
"Twist, Liz",FCO,5
"Twist, Liz",Home Office,10
"Twist, Liz",MHCLG,10
"Twist, Liz",Minister for Women and Equalities,14
"Twist, Liz",Ministry of Defence,8
"Twist, Liz",Ministry of Justice,6
"Twist, Liz",Northern Ireland Office,6
"Twist, Liz",Prime Minister,1
"Twist, Liz",Scotland Office,2
"Twist, Liz",Treasury,6
"Twist, Liz",Wales Office,6
"Umunna, Chuka",BEIS,2
"Umunna, Chuka",DHSC,1
"Umunna, Chuka",FCO,1
"Umunna, Chuka",Prime Minister,2
"Umunna, Chuka",Treasury,1
"Vaizey, Edward",BEIS,1
"Vaizey, Edward",DDCMS,1
"Vaizey, Edward",Department for Transport,1
"Vaizey, Edward",DfE,1
"Vaizey, Edward",DHSC,2
"Vaizey, Edward",Prime Minister,2
"Vara, Shailesh",Department for Transport,1
"Vara, Shailesh",DfE,1
"Vara, Shailesh",FCO,1
"Vara, Shailesh",Ministry of Defence,3
"Vara, Shailesh",Northern Ireland Office,1
"Vara, Shailesh",Prime Minister,7
"Vara, Shailesh",Treasury,2
"Vaz, Keith",DfID,4
"Vaz, Keith",DHSC,4
"Vaz, Keith",FCO,3
"Vaz, Keith",Home Office,2
"Vaz, Keith",Ministry of Justice,1
"Vickers, Martin",BEIS,15
"Vickers, Martin",Church Commissioners,5
"Vickers, Martin",DCLG,2
"Vickers, Martin",DCMS,1
"Vickers, Martin",DDCMS,4
"Vickers, Martin",DEFRA,11
"Vickers, Martin",Department for Transport,14
"Vickers, Martin",Department of Health,2
"Vickers, Martin",DeXEU,14
"Vickers, Martin",DfE,1
"Vickers, Martin",DHSC,10
"Vickers, Martin",DIT,16
"Vickers, Martin",DWP,3
"Vickers, Martin",FCO,8
"Vickers, Martin",Home Office,3
"Vickers, Martin",House of Commons Commission,2
"Vickers, Martin",MHCLG,12
"Vickers, Martin",Ministry of Defence,1
"Vickers, Martin",Ministry of Justice,4
"Vickers, Martin",Northern Ireland Office,2
"Vickers, Martin",Prime Minister,8
"Vickers, Martin",Public Accounts Commission,2
"Vickers, Martin",Treasury,9
"Villiers, Theresa",Attorney General,5
"Villiers, Theresa",BEIS,6
"Villiers, Theresa",Cabinet Office,3
"Villiers, Theresa",Church Commissioners,2
"Villiers, Theresa",DCLG,4
"Villiers, Theresa",DDCMS,3
"Villiers, Theresa",DEFRA,5
"Villiers, Theresa",Department for Transport,11
"Villiers, Theresa",DeXEU,1
"Villiers, Theresa",DfE,6
"Villiers, Theresa",DfID,6
"Villiers, Theresa",DHSC,4
"Villiers, Theresa",DWP,4
"Villiers, Theresa",FCO,11
"Villiers, Theresa",Home Office,6
"Villiers, Theresa",MHCLG,4
"Villiers, Theresa",Minister for Women and Equalities,7
"Villiers, Theresa",Northern Ireland Office,6
"Villiers, Theresa",Prime Minister,11
"Villiers, Theresa",Scotland Office,4
"Villiers, Theresa",Treasury,5
"Villiers, Theresa",Wales Office,3
"Walker, Charles",Prime Minister,4
"Walker, Thelma",Department for Transport,1
"Walker, Thelma",Department of Health,2
"Walker, Thelma",DfE,7
"Walker, Thelma",DHSC,4
"Walker, Thelma",DWP,4
"Walker, Thelma",Home Office,2
"Walker, Thelma",MHCLG,3
"Walker, Thelma",Minister for Women and Equalities,2
"Walker, Thelma",Ministry of Defence,2
"Walker, Thelma",Ministry of Justice,5
"Walker, Thelma",Prime Minister,10
"Warburton, David",BEIS,4
"Warburton, David",Department of Health,2
"Warburton, David",DHSC,2
"Warburton, David",DWP,2
"Warburton, David",FCO,2
"Warburton, David",Home Office,1
"Warburton, David",MHCLG,2
"Warburton, David",Ministry of Justice,2
"Warman, Matt",BEIS,4
"Warman, Matt",Cabinet Office,4
"Warman, Matt",DDCMS,4
"Warman, Matt",DEFRA,4
"Warman, Matt",Department for Transport,3
